0,-190,-179.38,-169.61,-160.63,-152.36,-144.76,-137.78,-131.35,-125.44,-120,-115,-110,-105,-100.76,-97.5,-95,-92.5,-90,-87.5,-85,-82.5,-80,-77.5,-75,-72.5,-70,-67.5,-65,-62.5,-60,-57.5,-55,-52.5,-50,-47.5,-45,-42.5,-39.243,-35,-30.757,-27.5,-25,-22.5,-20,-17.5,-15,-12.5,-10,-7.5,-5,-2.5,2.6645e-15,2.5,5,7.5,10,12.5,15,17.5,20,22.5,25,27.5,30.757,35,39.243,42.5,45,47.5,50,52.5,55,57.5,60,62.5,65,67.5,70,72.5,75,77.5,80,82.5,85,87.5,90,92.5,95,97.5,100.76,105,110,115,120,125.44,131.35,137.78,144.76,152.36,160.63,169.61,179.38,190
-70,-2.1715,-2.1717,-2.1719,-2.1721,-2.172,-2.1713,-2.1699,-2.1674,-2.1622,-2.16,-2.1593,-2.1592,-2.1595,-2.16,-2.1605,-2.1609,-2.1614,-2.1619,-2.1624,-2.1629,-2.1634,-2.1639,-2.1643,-2.1648,-2.1652,-2.1656,-2.166,-2.1664,-2.1667,-2.167,-2.1673,-2.1675,-2.1677,-2.1679,-2.1681,-2.1682,-2.1683,-2.1684,-2.1685,-2.1686,-2.1686,-2.1686,-2.1685,-2.1685,-2.1684,-2.1683,-2.1681,-2.168,-2.1678,-2.1675,-2.1673,-2.167,-2.1667,-2.1663,-2.1659,-2.1655,-2.1651,-2.1646,-2.1641,-2.1636,-2.1631,-2.1626,-2.162,-2.1613,-2.1603,-2.1593,-2.1586,-2.158,-2.1574,-2.1568,-2.1563,-2.1557,-2.1551,-2.1546,-2.154,-2.1535,-2.1529,-2.1524,-2.1519,-2.1513,-2.1508,-2.1503,-2.1498,-2.1494,-2.1489,-2.1485,-2.1481,-2.1478,-2.1475,-2.1472,-2.147,-2.1471,-2.1476,-2.1487,-2.1513,-2.1572,-2.1606,-2.1628,-2.1642,-2.165,-2.1653,-2.1654,-2.1653
-60.282,-2.172,-2.1721,-2.1725,-2.1727,-2.1726,-2.172,-2.1706,-2.1681,-2.1629,-2.1607,-2.16,-2.16,-2.1604,-2.1609,-2.1615,-2.162,-2.1625,-2.163,-2.1636,-2.1641,-2.1646,-2.1651,-2.1656,-2.1661,-2.1666,-2.167,-2.1674,-2.1677,-2.168,-2.1683,-2.1686,-2.1688,-2.169,-2.1692,-2.1693,-2.1695,-2.1696,-2.1697,-2.1698,-2.1699,-2.1699,-2.1698,-2.1698,-2.1698,-2.1697,-2.1696,-2.1695,-2.1693,-2.1691,-2.1689,-2.1686,-2.1683,-2.168,-2.1676,-2.1673,-2.1668,-2.1664,-2.1659,-2.1654,-2.1649,-2.1643,-2.1637,-2.1632,-2.1624,-2.1614,-2.1604,-2.1596,-2.1591,-2.1585,-2.1579,-2.1573,-2.1568,-2.1562,-2.1557,-2.1551,-2.1546,-2.154,-2.1535,-2.1529,-2.1524,-2.1518,-2.1513,-2.1508,-2.1503,-2.1499,-2.1494,-2.149,-2.1487,-2.1483,-2.148,-2.1478,-2.1478,-2.1483,-2.1494,-2.152,-2.158,-2.1614,-2.1636,-2.1649,-2.1657,-2.1659,-2.1659,-2.1659
-51.583,-2.173,-2.1733,-2.1738,-2.1742,-2.1743,-2.1737,-2.1724,-2.1699,-2.1647,-2.1625,-2.1619,-2.162,-2.1626,-2.1634,-2.1641,-2.1647,-2.1653,-2.166,-2.1666,-2.1672,-2.1679,-2.1684,-2.169,-2.1695,-2.17,-2.1705,-2.1709,-2.1712,-2.1715,-2.1718,-2.1721,-2.1723,-2.1724,-2.1726,-2.1727,-2.1728,-2.1729,-2.1729,-2.173,-2.1731,-2.1731,-2.1731,-2.1731,-2.1731,-2.1731,-2.173,-2.1729,-2.1728,-2.1726,-2.1724,-2.1721,-2.1718,-2.1715,-2.1711,-2.1707,-2.1702,-2.1697,-2.1692,-2.1686,-2.1681,-2.1675,-2.1668,-2.1662,-2.1654,-2.1643,-2.1632,-2.1624,-2.1618,-2.1613,-2.1607,-2.1601,-2.1596,-2.159,-2.1585,-2.1579,-2.1573,-2.1568,-2.1562,-2.1557,-2.1551,-2.1545,-2.154,-2.1534,-2.1529,-2.1523,-2.1518,-2.1513,-2.1509,-2.1505,-2.1501,-2.1497,-2.1496,-2.1501,-2.1512,-2.1538,-2.1599,-2.1634,-2.1656,-2.1669,-2.1674,-2.1675,-2.1673,-2.1671
-43.796,-2.1745,-2.1749,-2.1757,-2.1764,-2.1767,-2.1763,-2.1749,-2.1724,-2.1671,-2.1649,-2.1644,-2.1647,-2.1657,-2.1667,-2.1677,-2.1685,-2.1693,-2.1702,-2.171,-2.1718,-2.1725,-2.1732,-2.1739,-2.1745,-2.175,-2.1755,-2.1759,-2.1763,-2.1765,-2.1768,-2.177,-2.1771,-2.1772,-2.1773,-2.1773,-2.1774,-2.1774,-2.1774,-2.1775,-2.1776,-2.1776,-2.1777,-2.1778,-2.1778,-2.1778,-2.1778,-2.1778,-2.1777,-2.1776,-2.1774,-2.1771,-2.1768,-2.1765,-2.1761,-2.1756,-2.1751,-2.1745,-2.1739,-2.1733,-2.1726,-2.1719,-2.1711,-2.1704,-2.1695,-2.1683,-2.1671,-2.1663,-2.1657,-2.1651,-2.1646,-2.164,-2.1635,-2.163,-2.1624,-2.1619,-2.1613,-2.1608,-2.1602,-2.1596,-2.159,-2.1584,-2.1578,-2.1571,-2.1565,-2.1559,-2.1552,-2.1546,-2.1541,-2.1536,-2.153,-2.1524,-2.1522,-2.1525,-2.1536,-2.1563,-2.1627,-2.1663,-2.1685,-2.1697,-2.17,-2.1697,-2.1691,-2.1688
-36.825,-2.1761,-2.1766,-2.1778,-2.179,-2.1796,-2.1792,-2.1779,-2.1753,-2.1698,-2.1676,-2.1672,-2.1678,-2.1691,-2.1706,-2.1719,-2.173,-2.174,-2.1751,-2.1761,-2.1771,-2.178,-2.1789,-2.1797,-2.1803,-2.1809,-2.1814,-2.1818,-2.1822,-2.1824,-2.1826,-2.1828,-2.1828,-2.1828,-2.1828,-2.1827,-2.1826,-2.1826,-2.1825,-2.1825,-2.1826,-2.1828,-2.1829,-2.1831,-2.1832,-2.1834,-2.1834,-2.1835,-2.1835,-2.1834,-2.1832,-2.183,-2.1827,-2.1824,-2.1819,-2.1814,-2.1808,-2.1802,-2.1795,-2.1787,-2.1778,-2.177,-2.1761,-2.1752,-2.1741,-2.1728,-2.1715,-2.1707,-2.1701,-2.1696,-2.169,-2.1685,-2.1681,-2.1676,-2.1671,-2.1666,-2.166,-2.1655,-2.1649,-2.1643,-2.1636,-2.163,-2.1623,-2.1615,-2.1608,-2.16,-2.1592,-2.1585,-2.1577,-2.1571,-2.1563,-2.1555,-2.155,-2.1552,-2.1563,-2.1592,-2.166,-2.1697,-2.172,-2.173,-2.173,-2.1722,-2.1711,-2.1707
-30.586,-2.1776,-2.1783,-2.18,-2.1818,-2.1826,-2.1824,-2.1811,-2.1783,-2.1725,-2.1702,-2.17,-2.1708,-2.1726,-2.1745,-2.1762,-2.1776,-2.1789,-2.1803,-2.1816,-2.1828,-2.1839,-2.1849,-2.1857,-2.1865,-2.1871,-2.1877,-2.1881,-2.1884,-2.1886,-2.1887,-2.1888,-2.1887,-2.1886,-2.1884,-2.1882,-2.188,-2.1878,-2.1876,-2.1875,-2.1877,-2.188,-2.1882,-2.1885,-2.1888,-2.1891,-2.1893,-2.1894,-2.1895,-2.1895,-2.1894,-2.1892,-2.1889,-2.1885,-2.1881,-2.1875,-2.1868,-2.1861,-2.1852,-2.1843,-2.1833,-2.1822,-2.1812,-2.1801,-2.1788,-2.1772,-2.1759,-2.1751,-2.1745,-2.174,-2.1736,-2.1732,-2.1727,-2.1723,-2.1719,-2.1714,-2.1709,-2.1704,-2.1698,-2.1692,-2.1685,-2.1678,-2.167,-2.1662,-2.1653,-2.1644,-2.1634,-2.1625,-2.1615,-2.1606,-2.1596,-2.1585,-2.1578,-2.1579,-2.1591,-2.1621,-2.1694,-2.1733,-2.1756,-2.1766,-2.1762,-2.1747,-2.1731,-2.1724
-25,-2.1789,-2.1798,-2.182,-2.1844,-2.1855,-2.1853,-2.184,-2.181,-2.175,-2.1726,-2.1724,-2.1735,-2.1756,-2.178,-2.1801,-2.1818,-2.1835,-2.1851,-2.1867,-2.1881,-2.1894,-2.1905,-2.1914,-2.1923,-2.1929,-2.1935,-2.1939,-2.1942,-2.1943,-2.1944,-2.1943,-2.1942,-2.1939,-2.1936,-2.1932,-2.1928,-2.1925,-2.1922,-2.192,-2.1923,-2.1927,-2.1931,-2.1935,-2.1939,-2.1943,-2.1947,-2.1949,-2.1951,-2.1951,-2.1951,-2.1949,-2.1947,-2.1943,-2.1938,-2.1932,-2.1924,-2.1916,-2.1906,-2.1895,-2.1883,-2.1871,-2.1858,-2.1846,-2.183,-2.1812,-2.1799,-2.179,-2.1785,-2.1781,-2.1778,-2.1774,-2.1771,-2.1767,-2.1763,-2.1759,-2.1755,-2.1749,-2.1744,-2.1737,-2.1731,-2.1723,-2.1714,-2.1705,-2.1695,-2.1685,-2.1673,-2.1662,-2.165,-2.1639,-2.1626,-2.1612,-2.1603,-2.1603,-2.1615,-2.1648,-2.1725,-2.1767,-2.179,-2.1799,-2.1792,-2.177,-2.1749,-2.1739
-20,-2.1799,-2.181,-2.1836,-2.1865,-2.1878,-2.1877,-2.1863,-2.1833,-2.1769,-2.1745,-2.1744,-2.1757,-2.1781,-2.1809,-2.1833,-2.1853,-2.1872,-2.1891,-2.1908,-2.1924,-2.1938,-2.1951,-2.1961,-2.197,-2.1977,-2.1982,-2.1986,-2.1989,-2.199,-2.199,-2.1989,-2.1986,-2.1982,-2.1978,-2.1973,-2.1968,-2.1963,-2.1959,-2.1957,-2.196,-2.1965,-2.197,-2.1975,-2.1981,-2.1986,-2.1991,-2.1994,-2.1996,-2.1997,-2.1997,-2.1996,-2.1993,-2.1989,-2.1984,-2.1978,-2.197,-2.1961,-2.195,-2.1938,-2.1924,-2.191,-2.1896,-2.1882,-2.1864,-2.1845,-2.183,-2.1823,-2.1818,-2.1814,-2.1812,-2.1809,-2.1806,-2.1803,-2.18,-2.1796,-2.1792,-2.1787,-2.1781,-2.1775,-2.1768,-2.176,-2.1751,-2.1741,-2.173,-2.1718,-2.1705,-2.1692,-2.1678,-2.1665,-2.165,-2.1634,-2.1623,-2.1623,-2.1635,-2.167,-2.1751,-2.1794,-2.1818,-2.1826,-2.1817,-2.1789,-2.1762,-2.1752
-15.174,-2.1807,-2.1819,-2.1848,-2.1881,-2.1896,-2.1895,-2.1881,-2.1849,-2.1784,-2.1759,-2.1759,-2.1773,-2.1801,-2.1831,-2.1858,-2.1879,-2.1901,-2.1921,-2.194,-2.1957,-2.1972,-2.1985,-2.1996,-2.2005,-2.2012,-2.2018,-2.2022,-2.2024,-2.2025,-2.2025,-2.2023,-2.202,-2.2016,-2.201,-2.2004,-2.1998,-2.1993,-2.1988,-2.1985,-2.1989,-2.1994,-2.2,-2.2007,-2.2013,-2.2019,-2.2024,-2.2028,-2.2031,-2.2032,-2.2032,-2.2031,-2.2029,-2.2025,-2.2019,-2.2013,-2.2005,-2.1995,-2.1983,-2.197,-2.1956,-2.1941,-2.1925,-2.191,-2.1891,-2.1871,-2.1855,-2.1848,-2.1843,-2.184,-2.1837,-2.1835,-2.1833,-2.183,-2.1827,-2.1824,-2.1819,-2.1815,-2.1809,-2.1803,-2.1795,-2.1787,-2.1778,-2.1768,-2.1756,-2.1743,-2.1729,-2.1715,-2.17,-2.1686,-2.1669,-2.1651,-2.1639,-2.1638,-2.165,-2.1686,-2.177,-2.1815,-2.1839,-2.1846,-2.1835,-2.1803,-2.1773,-2.1761
