0,-190,-179.38,-169.61,-160.63,-152.36,-144.76,-137.78,-131.35,-125.44,-120,-115,-110,-105,-100.76,-97.5,-95,-92.5,-90,-87.5,-85,-82.5,-80,-77.5,-75,-72.5,-70,-67.5,-65,-62.5,-60,-57.5,-55,-52.5,-50,-47.5,-45,-42.5,-39.243,-35,-30.757,-27.5,-25,-22.5,-20,-17.5,-15,-12.5,-10,-7.5,-5,-2.5,2.6645e-15,2.5,5,7.5,10,12.5,15,17.5,20,22.5,25,27.5,30.757,35,39.243,42.5,45,47.5,50,52.5,55,57.5,60,62.5,65,67.5,70,72.5,75,77.5,80,82.5,85,87.5,90,92.5,95,97.5,100.76,105,110,115,120,125.44,131.35,137.78,144.76,152.36,160.63,169.61,179.38,190
-70,-2.1571,-2.1571,-2.1568,-2.1562,-2.155,-2.1531,-2.1503,-2.1461,-2.1392,-2.1362,-2.1346,-2.1337,-2.1332,-2.133,-2.133,-2.1331,-2.1331,-2.1332,-2.1334,-2.1335,-2.1337,-2.1339,-2.134,-2.1342,-2.1344,-2.1345,-2.1347,-2.1348,-2.135,-2.1351,-2.1352,-2.1353,-2.1354,-2.1355,-2.1356,-2.1357,-2.1358,-2.1359,-2.136,-2.1362,-2.1363,-2.1364,-2.1364,-2.1365,-2.1366,-2.1366,-2.1367,-2.1367,-2.1368,-2.1368,-2.1368,-2.1368,-2.1368,-2.1368,-2.1368,-2.1367,-2.1367,-2.1366,-2.1366,-2.1365,-2.1364,-2.1364,-2.1363,-2.1362,-2.136,-2.1359,-2.1358,-2.1357,-2.1356,-2.1355,-2.1354,-2.1353,-2.1352,-2.1351,-2.135,-2.1348,-2.1347,-2.1345,-2.1344,-2.1342,-2.134,-2.1339,-2.1337,-2.1335,-2.1334,-2.1332,-2.1331,-2.1331,-2.133,-2.133,-2.1332,-2.1337,-2.1346,-2.1362,-2.1392,-2.1461,-2.1503,-2.1531,-2.155,-2.1562,-2.1568,-2.1571,-2.1571
-60.282,-2.1577,-2.1577,-2.1575,-2.157,-2.1559,-2.154,-2.1511,-2.147,-2.14,-2.1369,-2.1354,-2.1345,-2.1341,-2.1339,-2.1339,-2.134,-2.1341,-2.1343,-2.1344,-2.1346,-2.1348,-2.135,-2.1352,-2.1353,-2.1355,-2.1357,-2.1359,-2.136,-2.1361,-2.1363,-2.1364,-2.1365,-2.1366,-2.1367,-2.1368,-2.1368,-2.1369,-2.137,-2.1371,-2.1373,-2.1374,-2.1375,-2.1375,-2.1376,-2.1377,-2.1378,-2.1378,-2.1379,-2.1379,-2.138,-2.138,-2.138,-2.138,-2.138,-2.1379,-2.1379,-2.1378,-2.1378,-2.1377,-2.1376,-2.1375,-2.1375,-2.1374,-2.1373,-2.1371,-2.137,-2.1369,-2.1368,-2.1368,-2.1367,-2.1366,-2.1365,-2.1364,-2.1363,-2.1361,-2.136,-2.1359,-2.1357,-2.1355,-2.1353,-2.1352,-2.135,-2.1348,-2.1346,-2.1344,-2.1343,-2.1341,-2.134,-2.1339,-2.1339,-2.1341,-2.1345,-2.1354,-2.1369,-2.14,-2.147,-2.1511,-2.154,-2.1559,-2.157,-2.1575,-2.1577,-2.1577
-51.583,-2.1591,-2.1592,-2.1593,-2.159,-2.158,-2.1563,-2.1534,-2.1492,-2.142,-2.1389,-2.1374,-2.1366,-2.1362,-2.1362,-2.1363,-2.1365,-2.1367,-2.1369,-2.1371,-2.1374,-2.1376,-2.1379,-2.1381,-2.1384,-2.1386,-2.1387,-2.1389,-2.1391,-2.1392,-2.1393,-2.1394,-2.1395,-2.1395,-2.1396,-2.1396,-2.1397,-2.1397,-2.1398,-2.1399,-2.1401,-2.1402,-2.1403,-2.1404,-2.1405,-2.1406,-2.1407,-2.1408,-2.1409,-2.1409,-2.141,-2.141,-2.141,-2.141,-2.141,-2.1409,-2.1409,-2.1408,-2.1407,-2.1406,-2.1405,-2.1404,-2.1403,-2.1402,-2.1401,-2.1399,-2.1398,-2.1397,-2.1397,-2.1396,-2.1396,-2.1395,-2.1395,-2.1394,-2.1393,-2.1392,-2.1391,-2.1389,-2.1387,-2.1386,-2.1384,-2.1381,-2.1379,-2.1376,-2.1374,-2.1371,-2.1369,-2.1367,-2.1365,-2.1363,-2.1362,-2.1362,-2.1366,-2.1374,-2.1389,-2.142,-2.1492,-2.1534,-2.1563,-2.158,-2.159,-2.1593,-2.1592,-2.1591
-43.796,-2.161,-2.1613,-2.1617,-2.1619,-2.1612,-2.1595,-2.1567,-2.1523,-2.1449,-2.1416,-2.1401,-2.1394,-2.1392,-2.1394,-2.1397,-2.14,-2.1403,-2.1407,-2.141,-2.1414,-2.1417,-2.1421,-2.1424,-2.1427,-2.1429,-2.1431,-2.1433,-2.1434,-2.1435,-2.1436,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1438,-2.144,-2.1441,-2.1443,-2.1444,-2.1446,-2.1447,-2.1449,-2.145,-2.1451,-2.1452,-2.1453,-2.1454,-2.1454,-2.1454,-2.1453,-2.1452,-2.1451,-2.145,-2.1449,-2.1447,-2.1446,-2.1444,-2.1443,-2.1441,-2.144,-2.1438,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1437,-2.1436,-2.1435,-2.1434,-2.1433,-2.1431,-2.1429,-2.1427,-2.1424,-2.1421,-2.1417,-2.1414,-2.141,-2.1407,-2.1403,-2.14,-2.1397,-2.1394,-2.1392,-2.1394,-2.1401,-2.1416,-2.1449,-2.1523,-2.1567,-2.1595,-2.1612,-2.1619,-2.1617,-2.1613,-2.161
-36.825,-2.1631,-2.1635,-2.1645,-2.1652,-2.1649,-2.1634,-2.1606,-2.156,-2.1481,-2.1447,-2.1432,-2.1426,-2.1426,-2.1431,-2.1436,-2.1441,-2.1446,-2.1451,-2.1456,-2.1461,-2.1466,-2.147,-2.1474,-2.1478,-2.1481,-2.1483,-2.1485,-2.1486,-2.1487,-2.1487,-2.1487,-2.1486,-2.1486,-2.1485,-2.1484,-2.1483,-2.1482,-2.1481,-2.1482,-2.1483,-2.1486,-2.1488,-2.149,-2.1493,-2.1495,-2.1498,-2.15,-2.1501,-2.1503,-2.1504,-2.1505,-2.1505,-2.1505,-2.1504,-2.1503,-2.1501,-2.15,-2.1498,-2.1495,-2.1493,-2.149,-2.1488,-2.1486,-2.1483,-2.1482,-2.1481,-2.1482,-2.1483,-2.1484,-2.1485,-2.1486,-2.1486,-2.1487,-2.1487,-2.1487,-2.1486,-2.1485,-2.1483,-2.1481,-2.1478,-2.1474,-2.147,-2.1466,-2.1461,-2.1456,-2.1451,-2.1446,-2.1441,-2.1436,-2.1431,-2.1426,-2.1426,-2.1432,-2.1447,-2.1481,-2.156,-2.1606,-2.1634,-2.1649,-2.1652,-2.1645,-2.1635,-2.1631
-30.586,-2.1651,-2.1658,-2.1674,-2.1688,-2.1689,-2.1676,-2.1647,-2.1599,-2.1514,-2.1478,-2.1462,-2.1457,-2.146,-2.1467,-2.1475,-2.1482,-2.149,-2.1497,-2.1504,-2.1511,-2.1517,-2.1523,-2.1527,-2.1531,-2.1535,-2.1537,-2.1539,-2.154,-2.154,-2.154,-2.1539,-2.1538,-2.1536,-2.1533,-2.1531,-2.1529,-2.1527,-2.1525,-2.1525,-2.1527,-2.1531,-2.1534,-2.1537,-2.1541,-2.1545,-2.1548,-2.1551,-2.1554,-2.1556,-2.1557,-2.1558,-2.1558,-2.1558,-2.1557,-2.1556,-2.1554,-2.1551,-2.1548,-2.1545,-2.1541,-2.1537,-2.1534,-2.1531,-2.1527,-2.1525,-2.1525,-2.1527,-2.1529,-2.1531,-2.1533,-2.1536,-2.1538,-2.1539,-2.154,-2.154,-2.154,-2.1539,-2.1537,-2.1535,-2.1531,-2.1527,-2.1523,-2.1517,-2.1511,-2.1504,-2.1497,-2.149,-2.1482,-2.1475,-2.1467,-2.146,-2.1457,-2.1462,-2.1478,-2.1514,-2.1599,-2.1647,-2.1676,-2.1689,-2.1688,-2.1674,-2.1658,-2.1651
-25,-2.1668,-2.1677,-2.17,-2.1722,-2.1726,-2.1714,-2.1685,-2.1635,-2.1545,-2.1506,-2.149,-2.1485,-2.149,-2.1501,-2.1511,-2.1521,-2.153,-2.154,-2.1549,-2.1557,-2.1565,-2.1572,-2.1577,-2.1582,-2.1585,-2.1588,-2.1589,-2.159,-2.159,-2.1589,-2.1588,-2.1585,-2.1582,-2.1579,-2.1575,-2.1571,-2.1568,-2.1565,-2.1564,-2.1567,-2.1571,-2.1576,-2.1581,-2.1586,-2.159,-2.1595,-2.1599,-2.1602,-2.1605,-2.1606,-2.1607,-2.1608,-2.1607,-2.1606,-2.1605,-2.1602,-2.1599,-2.1595,-2.159,-2.1586,-2.1581,-2.1576,-2.1571,-2.1567,-2.1564,-2.1565,-2.1568,-2.1571,-2.1575,-2.1579,-2.1582,-2.1585,-2.1588,-2.1589,-2.159,-2.159,-2.1589,-2.1588,-2.1585,-2.1582,-2.1577,-2.1572,-2.1565,-2.1557,-2.1549,-2.154,-2.153,-2.1521,-2.1511,-2.1501,-2.149,-2.1485,-2.149,-2.1506,-2.1545,-2.1635,-2.1685,-2.1714,-2.1726,-2.1722,-2.17,-2.1677,-2.1668
-20,-2.1681,-2.1693,-2.172,-2.1749,-2.1757,-2.1745,-2.1716,-2.1664,-2.1569,-2.1528,-2.1512,-2.1508,-2.1515,-2.1527,-2.1541,-2.1552,-2.1563,-2.1575,-2.1586,-2.1596,-2.1604,-2.1611,-2.1618,-2.1622,-2.1626,-2.1629,-2.1631,-2.1631,-2.1631,-2.163,-2.1627,-2.1624,-2.162,-2.1615,-2.161,-2.1605,-2.1601,-2.1597,-2.1596,-2.1599,-2.1604,-2.161,-2.1616,-2.1622,-2.1628,-2.1633,-2.1638,-2.1642,-2.1644,-2.1646,-2.1648,-2.1648,-2.1648,-2.1646,-2.1644,-2.1642,-2.1638,-2.1633,-2.1628,-2.1622,-2.1616,-2.161,-2.1604,-2.1599,-2.1596,-2.1597,-2.1601,-2.1605,-2.161,-2.1615,-2.162,-2.1624,-2.1627,-2.163,-2.1631,-2.1631,-2.1631,-2.1629,-2.1626,-2.1622,-2.1618,-2.1611,-2.1604,-2.1596,-2.1586,-2.1575,-2.1563,-2.1552,-2.1541,-2.1527,-2.1515,-2.1508,-2.1512,-2.1528,-2.1569,-2.1664,-2.1716,-2.1745,-2.1757,-2.1749,-2.172,-2.1693,-2.1681
-15.174,-2.1692,-2.1705,-2.1737,-2.177,-2.178,-2.1769,-2.1739,-2.1686,-2.1588,-2.1546,-2.1529,-2.1525,-2.1534,-2.1548,-2.1563,-2.1576,-2.1589,-2.1602,-2.1614,-2.1624,-2.1634,-2.1642,-2.1648,-2.1653,-2.1657,-2.166,-2.1662,-2.1662,-2.1662,-2.166,-2.1657,-2.1653,-2.1649,-2.1643,-2.1638,-2.1632,-2.1627,-2.1622,-2.1621,-2.1624,-2.163,-2.1636,-2.1643,-2.165,-2.1656,-2.1662,-2.1667,-2.1671,-2.1675,-2.1677,-2.1678,-2.1679,-2.1678,-2.1677,-2.1675,-2.1671,-2.1667,-2.1662,-2.1656,-2.165,-2.1643,-2.1636,-2.163,-2.1624,-2.1621,-2.1622,-2.1627,-2.1632,-2.1638,-2.1643,-2.1649,-2.1653,-2.1657,-2.166,-2.1662,-2.1662,-2.1662,-2.166,-2.1657,-2.1653,-2.1648,-2.1642,-2.1634,-2.1624,-2.1614,-2.1602,-2.1589,-2.1576,-2.1563,-2.1548,-2.1534,-2.1525,-2.1529,-2.1546,-2.1588,-2.1686,-2.1739,-2.1769,-2.178,-2.177,-2.1737,-2.1705,-2.1692
